Time,II,PLETH,ABP
11:04:33.420,0.22,1.098,73.614
11:04:33.428,0.245,1.092,72.437
11:04:33.436,0.265,1.09,71.599
11:04:33.444,0.27,1.095,71.115
11:04:33.452,0.275,1.111,70.874
11:04:33.460,0.27,1.148,70.922
11:04:33.468,0.25,1.215,71.164
11:04:33.476,0.23,1.319,71.502
11:04:33.484,0.225,1.461,71.954
11:04:33.492,0.205,1.641,72.437
11:04:33.500,0.175,1.959,72.921
11:04:33.508,0.14,2.176,73.42
11:04:33.516,0.12,2.38,73.904
11:04:33.524,0.12,2.638,74.291
11:04:33.532,0.125,2.751,74.533
11:04:33.540,0.13,2.821,74.726
11:04:33.548,0.14,2.867,74.871
11:04:33.556,0.2,2.882,74.919
11:04:33.564,0.285,2.867,74.871
11:04:33.572,0.375,2.825,74.678
11:04:33.580,0.53,2.761,74.436
11:04:33.588,0.74,2.678,74.097
11:04:33.596,0.78,2.581,73.807
11:04:33.604,0.275,2.471,73.356
11:04:33.612,-0.1,2.354,72.921
11:04:33.620,-0.14,2.232,72.437
11:04:33.628,0.035,2.108,71.954
11:04:33.636,0.125,1.999,71.406
11:04:33.644,0.15,1.901,70.922
11:04:33.652,0.155,1.8,70.487
11:04:33.660,0.16,1.702,70.035
11:04:33.668,0.165,1.612,69.552
11:04:33.676,0.165,1.533,69.117
11:04:33.684,0.17,1.466,68.681
11:04:33.692,0.185,1.413,68.23
11:04:33.700,0.205,1.372,67.795
11:04:33.708,0.21,1.344,67.36
11:04:33.716,0.21,1.327,66.908
11:04:33.724,0.22,1.321,66.522
11:04:33.732,0.23,1.321,66.135
11:04:33.740,0.245,1.326,65.748
11:04:33.748,0.26,1.333,65.361
11:04:33.756,0.27,1.345,65.055
11:04:33.764,0.285,1.358,64.813
11:04:33.772,0.305,1.37,64.475
11:04:33.780,0.315,1.38,64.136
11:04:33.788,0.32,1.389,63.798
11:04:33.796,0.315,1.397,63.491
11:04:33.804,0.305,1.402,63.25
11:04:33.812,0.295,1.403,63.008
11:04:33.820,0.275,1.401,62.814
11:04:33.828,0.255,1.396,62.814
11:04:33.836,0.235,1.39,63.153
11:04:33.844,0.23,1.383,64.233
11:04:33.852,0.23,1.372,66.28
11:04:33.860,0.23,1.36,69.552
11:04:33.868,0.225,1.346,73.856
11:04:33.876,0.21,1.331,79.03
11:04:33.884,0.185,1.319,84.542
11:04:33.892,0.17,1.307,89.974
11:04:33.900,0.16,1.295,95.052
11:04:33.908,0.15,1.284,99.597
11:04:33.916,0.145,1.274,103.449
11:04:33.924,0.15,1.263,106.431
11:04:33.932,0.15,1.254,108.43
11:04:33.940,0.15,1.245,109.607
11:04:33.948,0.16,1.233,109.994
11:04:33.956,0.165,1.217,109.8
11:04:33.964,0.165,1.199,109.123
11:04:33.972,0.17,1.181,108.092
11:04:33.980,0.18,1.162,106.721
11:04:33.988,0.185,1.144,105.11
11:04:33.996,0.18,1.128,103.256
11:04:34.004,0.18,1.114,101.112
11:04:34.012,0.18,1.102,98.807
11:04:34.020,0.175,1.09,96.325
11:04:34.028,0.165,1.078,93.681
11:04:34.036,0.165,1.069,90.99
11:04:34.044,0.17,1.061,88.314
11:04:34.052,0.18,1.05,85.671
11:04:34.060,0.195,1.041,83.285
11:04:34.068,0.225,1.037,81.222
11:04:34.076,0.255,1.047,79.562
11:04:34.084,0.265,1.078,78.191
11:04:34.092,0.26,1.142,77.128
11:04:34.100,0.265,1.246,76.338
11:04:34.108,0.27,1.395,75.999
11:04:34.116,0.245,1.584,75.854
11:04:34.124,0.23,1.802,75.999
11:04:34.132,0.23,2.002,76.289
11:04:34.140,0.21,2.189,76.692
11:04:34.148,0.17,2.387,77.128
11:04:34.156,0.13,2.57,77.611
11:04:34.164,0.115,2.723,78.095
11:04:34.172,0.12,2.842,78.546
11:04:34.180,0.13,2.924,78.788
11:04:34.188,0.135,2.97,79.03
11:04:34.196,0.16,2.987,79.175
11:04:34.204,0.23,2.981,79.175
11:04:34.212,0.315,2.955,79.03
11:04:34.220,0.42,2.911,78.788
11:04:34.228,0.6,2.851,78.498
11:04:34.236,0.79,2.787,78.046
11:04:34.244,0.625,2.717,77.563
11:04:34.252,0.13,2.632,76.934
11:04:34.260,-0.165,2.538,76.289
11:04:34.268,-0.1,2.433,75.613
11:04:34.276,0.05,2.323,74.919
11:04:34.284,0.125,2.207,74.291
11:04:34.292,0.14,2.091,73.662
11:04:34.300,0.15,1.977,73.066
11:04:34.308,0.165,1.867,72.485
11:04:34.316,0.17,1.765,71.857
11:04:34.324,0.17,1.674,71.309
11:04:34.332,0.17,1.602,70.729
11:04:34.340,0.18,1.544,70.245
11:04:34.348,0.19,1.494,69.649
11:04:34.356,0.205,1.453,69.165
11:04:34.364,0.21,1.423,68.681
11:04:34.372,0.225,1.406,68.23
11:04:34.380,0.235,1.397,67.747
11:04:34.388,0.245,1.397,67.311
11:04:34.396,0.255,1.404,66.908
11:04:34.404,0.27,1.414,66.473
11:04:34.412,0.29,1.428,66.135
11:04:34.420,0.3,1.442,65.748
11:04:34.428,0.305,1.454,65.409
11:04:34.436,0.315,1.463,65.103
11:04:34.444,0.32,1.472,64.716
11:04:34.452,0.3,1.478,64.475
11:04:34.460,0.28,1.482,64.233
11:04:34.468,0.26,1.483,64.136
11:04:34.476,0.25,1.482,64.184
11:04:34.484,0.235,1.477,64.813
11:04:34.492,0.23,1.47,66.183
11:04:34.500,0.235,1.459,68.681
11:04:34.508,0.245,1.445,72.485
11:04:34.516,0.235,1.427,77.321
11:04:34.524,0.215,1.41,82.785
11:04:34.532,0.195,1.396,88.507
11:04:34.540,0.185,1.384,93.778
11:04:34.548,0.17,1.371,98.662
11:04:34.556,0.165,1.358,102.821
11:04:34.564,0.16,1.344,106.141
11:04:34.572,0.15,1.33,108.478
11:04:34.580,0.15,1.317,109.994
11:04:34.588,0.16,1.301,110.687
11:04:34.596,0.16,1.284,110.638
11:04:34.604,0.16,1.268,109.994
11:04:34.612,0.16,1.252,108.93
11:04:34.620,0.165,1.237,107.56
11:04:34.628,0.17,1.226,105.948
11:04:34.636,0.17,1.217,103.981
11:04:34.644,0.17,1.208,101.934
11:04:34.652,0.165,1.199,99.597
11:04:34.660,0.165,1.191,97.195
11:04:34.668,0.17,1.183,94.568
11:04:34.676,0.165,1.175,91.925
11:04:34.684,0.16,1.167,89.233
11:04:34.692,0.16,1.158,86.605
11:04:34.700,0.165,1.151,84.155
11:04:34.708,0.185,1.146,81.867
11:04:34.716,0.21,1.15,79.868
11:04:34.724,0.235,1.172,78.256
11:04:34.732,0.25,1.21,77.128
11:04:34.740,0.26,1.273,76.338
11:04:34.748,0.27,1.378,75.903
11:04:34.756,0.275,1.526,75.854
11:04:34.764,0.26,1.71,76.048
11:04:34.772,0.245,1.921,76.435
11:04:34.780,0.24,2.142,76.934
11:04:34.788,0.23,2.356,77.418
11:04:34.796,0.2,2.548,77.901
11:04:34.804,0.165,2.709,78.353
11:04:34.812,0.145,2.831,78.74
11:04:34.820,0.135,2.916,79.03
11:04:34.828,0.135,2.961,79.175
11:04:34.836,0.135,2.978,79.223
11:04:34.844,0.145,2.976,79.126
11:04:34.852,0.195,2.955,78.885
11:04:34.860,0.285,2.917,78.546
11:04:34.868,0.385,2.863,78.046
11:04:34.876,0.51,2.797,77.563
11:04:34.884,0.69,2.718,76.983
11:04:34.892,0.735,2.63,76.435
11:04:34.900,0.28,2.532,75.806
11:04:34.908,-0.115,2.427,75.177
11:04:34.916,-0.165,2.318,74.533
11:04:34.924,0.025,2.204,73.856
11:04:34.932,0.125,2.103,73.162
11:04:34.940,0.155,2.011,72.485
11:04:34.948,0.165,1.913,71.954
11:04:34.956,0.175,1.816,71.357
11:04:34.964,0.185,1.724,70.825
11:04:34.972,0.19,1.64,70.245
11:04:34.980,0.2,1.568,69.649
11:04:34.988,0.205,1.506,69.117
11:04:34.996,0.21,1.455,68.633
11:04:35.004,0.22,1.414,68.085
11:04:35.012,0.23,1.386,67.553
11:04:35.020,0.24,1.368,67.07
11:04:35.028,0.255,1.358,66.522
11:04:35.036,0.26,1.354,66.038
11:04:35.044,0.27,1.355,65.603
11:04:35.052,0.285,1.36,65.152
11:04:35.060,0.295,1.367,64.668
11:04:35.068,0.305,1.372,64.281
11:04:35.076,0.31,1.377,63.943
11:04:35.084,0.32,1.38,63.491
11:04:35.092,0.32,1.381,63.153
11:04:35.100,0.315,1.379,62.814
11:04:35.108,0.305,1.374,62.573
11:04:35.116,0.295,1.368,62.282
11:04:35.124,0.28,1.361,62.186
11:04:35.132,0.27,1.354,62.186
11:04:35.140,0.265,1.346,62.573
11:04:35.148,0.26,1.335,63.685
11:04:35.156,0.26,1.323,65.796
11:04:35.164,0.245,1.309,69.068
11:04:35.172,0.225,1.293,73.356
11:04:35.180,0.205,1.276,78.353
11:04:35.188,0.185,1.257,83.672
11:04:35.196,0.17,1.238,88.846
11:04:35.204,0.155,1.218,93.681
11:04:35.212,0.145,1.198,97.985
11:04:35.220,0.145,1.179,101.596
11:04:35.228,0.145,1.164,104.239
11:04:35.236,0.145,1.153,105.996
11:04:35.244,0.15,1.142,106.721
11:04:35.252,0.155,1.129,106.673
11:04:35.260,0.15,1.114,105.851
11:04:35.268,0.155,1.099,104.481
11:04:35.276,0.165,1.082,102.724
11:04:35.284,0.17,1.066,100.613
11:04:35.292,0.175,1.051,98.227
11:04:35.300,0.175,1.033,95.68
11:04:35.308,0.17,1.016,92.956
11:04:35.316,0.17,0.997,90.071
11:04:35.324,0.175,0.978,87.186
11:04:35.332,0.18,0.966,84.252
11:04:35.340,0.17,0.956,81.415
11:04:35.348,0.175,0.942,78.788
11:04:35.356,0.195,0.926,76.531
11:04:35.364,0.22,0.908,74.726
11:04:35.372,0.245,0.894,73.211
11:04:35.380,0.265,0.893,72.195
11:04:35.388,0.275,0.944,71.406
11:04:35.396,0.285,1.043,70.97
11:04:35.404,0.295,1.158,70.874
11:04:35.412,0.275,1.307,70.922
11:04:35.420,0.25,1.489,71.164
11:04:35.428,0.23,1.668,71.551
11:04:35.436,0.215,1.847,72.002
11:04:35.444,0.185,2.051,72.485
11:04:35.452,0.155,2.253,72.969
11:04:35.460,0.13,2.436,73.42
11:04:35.468,0.125,2.586,73.807
11:04:35.476,0.12,2.697,74.097
11:04:35.484,0.12,2.77,74.291
11:04:35.492,0.125,2.808,74.436
11:04:35.500,0.15,2.816,74.339
11:04:35.508,0.22,2.797,74.242
11:04:35.516,0.295,2.756,74.049
11:04:35.524,0.37,2.695,73.807
11:04:35.532,0.505,2.628,73.517
11:04:35.540,0.615,2.553,73.114
11:04:35.548,0.41,2.464,72.679
11:04:35.556,0.03,2.364,72.244
