Time,ABP,PLETH,II
18:58:48.000,148.438,0.384,-0.15
18:58:48.008,142.969,0.38,-0.15
18:58:48.016,136.719,0.38,-0.15
18:58:48.024,131.25,0.38,-0.15
18:58:48.032,125.781,0.38,-0.15
18:58:48.040,120.312,0.376,-0.15
18:58:48.048,117.188,0.376,-0.15
18:58:48.056,114.844,0.376,-0.15
18:58:48.064,113.281,0.376,-0.157
18:58:48.072,111.719,0.376,-0.157
18:58:48.080,110.156,0.376,-0.173
18:58:48.088,107.812,0.376,-0.173
18:58:48.096,107.031,0.376,-0.173
18:58:48.104,105.469,0.38,-0.173
18:58:48.112,103.906,0.376,-0.173
18:58:48.120,102.344,0.376,-0.173
18:58:48.128,99.219,0.376,-0.173
18:58:48.136,96.094,0.376,-0.173
18:58:48.144,92.969,0.38,-0.173
18:58:48.152,91.406,0.388,-0.173
18:58:48.160,91.406,0.404,-0.173
18:58:48.168,91.406,0.42,-0.173
18:58:48.176,92.188,0.439,-0.157
18:58:48.184,92.188,0.467,-0.157
18:58:48.192,92.969,0.49,-0.157
18:58:48.200,94.531,0.514,-0.157
18:58:48.208,96.094,0.533,-0.15
18:58:48.216,97.656,0.553,-0.15
18:58:48.224,99.219,0.573,-0.15
18:58:48.232,99.219,0.584,-0.15
18:58:48.240,100.0,0.588,-0.134
18:58:48.248,100.0,0.592,-0.126
18:58:48.256,100.781,0.588,-0.11
18:58:48.264,100.781,0.584,-0.087
18:58:48.272,100.0,0.576,-0.047
18:58:48.280,98.438,0.569,-0.016
18:58:48.288,97.656,0.557,-0.016
18:58:48.296,96.094,0.549,-0.039
18:58:48.304,95.312,0.537,-0.047
18:58:48.312,94.531,0.529,-0.063
18:58:48.320,93.75,0.522,-0.071
18:58:48.328,92.969,0.514,-0.102
18:58:48.336,91.406,0.506,-0.126
18:58:48.344,89.844,0.498,-0.126
18:58:48.352,89.062,0.49,-0.126
18:58:48.360,89.062,0.486,-0.126
18:58:48.368,89.062,0.478,-0.11
18:58:48.376,88.281,0.471,-0.126
18:58:48.384,87.5,0.467,-0.102
18:58:48.392,86.719,0.459,0.071
18:58:48.400,85.156,0.455,0.504
18:58:48.408,84.375,0.451,0.976
18:58:48.416,84.375,0.447,1.063
18:58:48.424,84.375,0.443,0.528
18:58:48.432,83.594,0.439,0.126
