Time,II,PLETH,ABP
10:02:56.456,,,
10:02:56.464,,,
10:02:56.472,,,
10:02:56.480,,,
10:02:56.488,,,
10:02:56.496,,,
10:02:56.504,,,
10:02:56.512,,,
10:02:56.520,,,
10:02:56.528,,,
10:02:56.536,,,
10:02:56.544,,,
10:02:56.552,,,
10:02:56.560,,,
10:02:56.568,,,
10:02:56.576,,,
10:02:56.584,,,
10:02:56.592,,,
10:02:56.600,,,
10:02:56.608,,,
10:02:56.616,,,
10:02:56.624,,,
10:02:56.632,,,
10:02:56.640,,,
10:02:56.648,,,
10:02:56.656,,,
10:02:56.664,,,
10:02:56.672,,,
10:02:56.680,,,
10:02:56.688,,,
10:02:56.696,,,
10:02:56.704,,,
10:02:56.712,,,
10:02:56.720,,,
10:02:56.728,,,
10:02:56.736,,,
10:02:56.744,,,
10:02:56.752,,,
10:02:56.760,,,
10:02:56.768,,,
10:02:56.776,,,
10:02:56.784,,,
10:02:56.792,,,
10:02:56.800,,,
10:02:56.808,,,
10:02:56.816,,,
10:02:56.824,,,
10:02:56.832,,,
10:02:56.840,,,
10:02:56.848,,,
10:02:56.856,,,
10:02:56.864,,,
10:02:56.872,,,
10:02:56.880,,,
10:02:56.888,,,
10:02:56.896,,,
10:02:56.904,,,
10:02:56.912,,,
10:02:56.920,,,
10:02:56.928,,,
10:02:56.936,,,
10:02:56.944,,,
10:02:56.952,,,
10:02:56.960,,,
10:02:56.968,,,
10:02:56.976,,,
10:02:56.984,,,
10:02:56.992,,,
10:02:57.000,,,
10:02:57.008,,,
10:02:57.016,,,
10:02:57.024,,,
10:02:57.032,,,
10:02:57.040,,,
10:02:57.048,,,
10:02:57.056,,,
10:02:57.064,,,
10:02:57.072,,,
10:02:57.080,,,
10:02:57.088,,,
10:02:57.096,,,
10:02:57.104,,,
10:02:57.112,,,
10:02:57.120,,,
10:02:57.128,,,
10:02:57.136,,,
10:02:57.144,,,
10:02:57.152,,,
10:02:57.160,,,
10:02:57.168,,,
10:02:57.176,,,
10:02:57.184,,,
10:02:57.192,,,
10:02:57.200,,,
10:02:57.208,,,
10:02:57.216,,,
10:02:57.224,,,
10:02:57.232,,,
10:02:57.240,,,
10:02:57.248,,,
10:02:57.256,,,
10:02:57.264,,,
10:02:57.272,,,
10:02:57.280,,,
10:02:57.288,,,
10:02:57.296,,,
10:02:57.304,,,
10:02:57.312,,,
10:02:57.320,,,
10:02:57.328,,,
10:02:57.336,,,
10:02:57.344,,,
10:02:57.352,,,
10:02:57.360,,,
10:02:57.368,,,
10:02:57.376,,,
10:02:57.384,,,
10:02:57.392,,,
10:02:57.400,,,
10:02:57.408,,,
10:02:57.416,,,
10:02:57.424,,,
10:02:57.432,,,
10:02:57.440,,,
10:02:57.448,,,
10:02:57.456,,,
10:02:57.464,,,
10:02:57.472,,,
10:02:57.480,,,
10:02:57.488,,,
10:02:57.496,,,
10:02:57.504,,,
10:02:57.512,,,
10:02:57.520,,,
10:02:57.528,,,
10:02:57.536,,,
10:02:57.544,,,
10:02:57.552,,,
10:02:57.560,,,
10:02:57.568,,,
10:02:57.576,,,
10:02:57.584,,,
10:02:57.592,,,
10:02:57.600,,,
10:02:57.608,,,
10:02:57.616,,,
10:02:57.624,,,
10:02:57.632,,,
10:02:57.640,,,
10:02:57.648,,,
10:02:57.656,,,
10:02:57.664,,,
10:02:57.672,,,
10:02:57.680,,,
10:02:57.688,,,
10:02:57.696,,,
10:02:57.704,,,
10:02:57.712,,,
10:02:57.720,,,
10:02:57.728,,,
10:02:57.736,,,
10:02:57.744,,,
10:02:57.752,,,
10:02:57.760,,,
10:02:57.768,,,
10:02:57.776,,,
10:02:57.784,,,
10:02:57.792,,,
10:02:57.800,,,
10:02:57.808,,,
10:02:57.816,,,
10:02:57.824,,,
10:02:57.832,,,
10:02:57.840,,,
10:02:57.848,,,
10:02:57.856,,,
10:02:57.864,,,
10:02:57.872,,,
10:02:57.880,,,
10:02:57.888,,,
10:02:57.896,,,
10:02:57.904,,,
10:02:57.912,,,
10:02:57.920,,,
10:02:57.928,,,
10:02:57.936,,,
10:02:57.944,,,
10:02:57.952,,,
10:02:57.960,,,
10:02:57.968,,,
10:02:57.976,,,
10:02:57.984,,,
10:02:57.992,,,
10:02:58.000,,,
10:02:58.008,,,
10:02:58.016,,,
10:02:58.024,,,
10:02:58.032,,,
10:02:58.040,,,
10:02:58.048,,,
10:02:58.056,,,
10:02:58.064,,,
10:02:58.072,,,
10:02:58.080,,,
10:02:58.088,,,
10:02:58.096,,,
10:02:58.104,,,
10:02:58.112,,,
10:02:58.120,,,
10:02:58.128,,,
10:02:58.136,,,
10:02:58.144,,,
10:02:58.152,,,
10:02:58.160,,,
10:02:58.168,,,
10:02:58.176,,,
10:02:58.184,,,
10:02:58.192,,,
10:02:58.200,,,
10:02:58.208,,,
10:02:58.216,,,
10:02:58.224,,,
10:02:58.232,,,
10:02:58.240,,,
10:02:58.248,,,
10:02:58.256,,,
10:02:58.264,,,
10:02:58.272,,,
10:02:58.280,,,
10:02:58.288,,,
10:02:58.296,,,
10:02:58.304,,,
10:02:58.312,,,
10:02:58.320,,,
10:02:58.328,,,
10:02:58.336,,,
10:02:58.344,,,
10:02:58.352,,,
10:02:58.360,,,
10:02:58.368,,,
10:02:58.376,,,
10:02:58.384,,,
10:02:58.392,,,
10:02:58.400,,,
10:02:58.408,,,
10:02:58.416,,,
10:02:58.424,,,
10:02:58.432,,,
10:02:58.440,,,
10:02:58.448,,,
10:02:58.456,,,
10:02:58.464,,,
10:02:58.472,,,
10:02:58.480,,1.266,69.798
10:02:58.488,,1.239,69.603
10:02:58.496,,1.219,69.749
10:02:58.504,,1.205,70.482
10:02:58.512,,1.198,72.387
10:02:58.520,,1.195,75.757
10:02:58.528,,1.193,80.739
10:02:58.536,,1.196,87.382
10:02:58.544,,1.204,95.099
10:02:58.552,,1.216,103.159
10:02:58.560,,1.229,110.534
10:02:58.568,,1.242,116.347
10:02:58.576,,1.255,120.156
10:02:58.584,,1.265,122.013
10:02:58.592,,1.272,122.013
10:02:58.600,,1.273,120.889
10:02:58.608,,1.272,119.033
10:02:58.616,,1.272,117.128
10:02:58.624,,1.272,115.223
10:02:58.632,,1.272,113.563
10:02:58.640,,1.272,112.0
10:02:58.648,,1.272,110.485
10:02:58.656,,1.272,108.922
10:02:58.664,,1.272,107.408
10:02:58.672,,1.272,105.943
10:02:58.680,,1.272,104.575
10:02:58.688,,1.272,103.305
10:02:58.696,,1.268,102.231
10:02:58.704,,1.262,101.107
10:02:58.712,,1.255,99.984
10:02:58.720,,1.244,98.665
10:02:58.728,,1.236,97.004
10:02:58.736,,1.228,94.855
10:02:58.744,,1.217,92.413
10:02:58.752,,1.204,89.873
10:02:58.760,,1.191,87.431
10:02:58.768,,1.176,85.282
10:02:58.776,,1.161,83.816
10:02:58.784,,1.147,82.791
10:02:58.792,,1.132,82.302
10:02:58.800,,1.118,82.253
10:02:58.808,,1.108,82.498
10:02:58.816,,1.101,82.937
10:02:58.824,,1.095,83.475
10:02:58.832,,1.096,84.11
10:02:58.840,,1.106,84.745
10:02:58.848,,1.124,85.428
10:02:58.856,,1.157,85.917
10:02:58.864,,1.207,86.356
10:02:58.872,,1.272,86.601
10:02:58.880,,1.353,86.747
10:02:58.888,,1.452,86.698
10:02:58.896,,1.564,86.503
10:02:58.904,,1.689,86.259
10:02:58.912,,1.825,85.819
10:02:58.920,,1.964,85.282
10:02:58.928,,2.082,84.745
10:02:58.936,,2.189,84.158
10:02:58.944,,2.303,83.572
10:02:58.952,,2.415,82.84
10:02:58.960,,2.515,82.107
10:02:58.968,,2.597,81.277
10:02:58.976,,2.662,80.495
10:02:58.984,,2.709,79.762
10:02:58.992,,2.74,78.981
10:02:59.000,,2.756,78.297
10:02:59.008,,2.755,77.662
10:02:59.016,,2.735,77.027
10:02:59.024,,2.7,76.49
10:02:59.032,,2.657,75.855
10:02:59.040,,2.607,75.318
10:02:59.048,,2.542,74.78
10:02:59.056,,2.467,74.292
10:02:59.064,,2.388,73.901
10:02:59.072,,2.303,73.559
10:02:59.080,,2.215,73.168
10:02:59.088,,2.13,72.778
10:02:59.096,,2.047,72.485
10:02:59.104,,1.966,72.094
10:02:59.112,,1.885,71.752
10:02:59.120,,1.804,71.361
10:02:59.128,,1.735,70.97
10:02:59.136,,1.672,70.677
10:02:59.144,,1.602,70.384
10:02:59.152,,1.533,69.994
10:02:59.160,,1.465,69.652
10:02:59.168,,1.403,69.31
10:02:59.176,,1.348,68.87
10:02:59.184,,1.3,68.431
10:02:59.192,,1.26,68.04
10:02:59.200,,1.228,67.6
10:02:59.208,,1.202,67.307
10:02:59.216,,1.182,67.063
10:02:59.224,,1.168,67.112
10:02:59.232,,1.163,67.6
10:02:59.240,,1.162,69.114
10:02:59.248,,1.162,71.947
10:02:59.256,,1.164,76.49
10:02:59.264,,1.17,82.84
10:02:59.272,,1.181,90.362
10:02:59.280,,1.194,98.225
10:02:59.288,,1.207,105.699
10:02:59.296,,1.219,111.951
10:02:59.304,,1.229,116.689
10:02:59.312,,1.239,119.668
10:02:59.320,,1.249,121.036
10:02:59.328,,1.258,121.133
10:02:59.336,,1.266,120.303
10:02:59.344,,1.27,118.984
10:02:59.352,,1.271,117.421
10:02:59.360,,1.271,115.809
10:02:59.368,,1.271,114.246
10:02:59.376,,1.271,112.732
10:02:59.384,,1.271,111.169
10:02:59.392,,1.271,109.753
10:02:59.400,,1.271,108.287
10:02:59.408,,1.271,107.066
10:02:59.416,,1.271,105.845
