Time,ABP,PLETH,II
01:22:50.448,61.495,1.85,0.255
01:22:50.456,61.153,1.796,0.27
01:22:50.464,60.86,1.753,0.28
01:22:50.472,60.469,1.717,0.285
01:22:50.480,60.176,1.681,0.295
01:22:50.488,59.785,1.649,0.305
01:22:50.496,59.492,1.621,0.31
01:22:50.504,59.248,1.595,0.31
01:22:50.512,59.004,1.574,0.315
01:22:50.520,58.759,1.554,0.32
01:22:50.528,58.466,1.538,0.325
01:22:50.536,58.222,1.523,0.335
01:22:50.544,57.929,1.508,0.33
01:22:50.552,57.685,1.495,0.34
01:22:50.560,57.343,1.484,0.345
01:22:50.568,57.001,1.474,0.35
01:22:50.576,56.659,1.462,0.35
01:22:50.584,56.415,1.449,0.36
01:22:50.592,56.659,1.434,0.36
01:22:50.600,57.88,1.418,0.365
01:22:50.608,60.664,1.402,0.37
01:22:50.616,65.305,1.385,0.375
01:22:50.624,71.215,1.368,0.39
01:22:50.632,77.467,1.35,0.395
01:22:50.640,83.133,1.333,0.39
01:22:50.648,87.675,1.317,0.39
01:22:50.656,91.387,1.302,0.39
01:22:50.664,94.367,1.291,0.39
01:22:50.672,96.809,1.283,0.39
01:22:50.680,98.812,1.275,0.385
01:22:50.688,100.375,1.266,0.375
01:22:50.696,101.498,1.257,0.38
01:22:50.704,102.231,1.249,0.37
01:22:50.712,102.719,1.241,0.37
01:22:50.720,102.817,1.234,0.375
01:22:50.728,102.28,1.226,0.37
01:22:50.736,101.303,1.218,0.375
01:22:50.744,100.033,1.209,0.38
01:22:50.752,98.567,1.2,0.385
01:22:50.760,96.907,1.196,0.39
01:22:50.768,95.246,1.192,0.39
01:22:50.776,93.634,1.186,0.39
01:22:50.784,92.071,1.178,0.395
01:22:50.792,90.41,1.17,0.405
01:22:50.800,88.945,1.161,0.405
01:22:50.808,87.48,1.152,0.4
01:22:50.816,86.112,1.142,0.4
01:22:50.824,84.696,1.129,0.4
01:22:50.832,83.23,1.114,0.4
01:22:50.840,81.716,1.102,0.405
01:22:50.848,80.055,1.098,0.42
01:22:50.856,78.297,1.111,0.44
01:22:50.864,76.685,1.144,0.445
01:22:50.872,75.318,1.2,0.455
01:22:50.880,74.097,1.299,0.45
01:22:50.888,73.168,1.44,0.465
01:22:50.896,72.533,1.616,0.455
01:22:50.904,71.996,1.817,0.46
01:22:50.912,71.508,2.028,0.45
01:22:50.920,70.97,2.235,0.435
01:22:50.928,70.531,2.424,0.415
01:22:50.936,70.189,2.588,0.4
01:22:50.944,69.847,2.721,0.38
01:22:50.952,69.603,2.824,0.365
01:22:50.960,69.359,2.891,0.365
01:22:50.968,69.066,2.929,0.365
01:22:50.976,68.724,2.955,0.36
01:22:50.984,68.479,2.966,0.36
01:22:50.992,68.186,2.962,0.365
01:22:51.000,67.844,2.945,0.37
01:22:51.008,67.551,2.917,0.365
01:22:51.016,67.258,2.879,0.36
01:22:51.024,66.916,2.833,0.375
01:22:51.032,66.477,2.781,0.395
01:22:51.040,66.135,2.725,0.45
01:22:51.048,65.695,2.666,0.6
01:22:51.056,65.158,2.603,0.755
01:22:51.064,64.718,2.545,0.705
01:22:51.072,64.279,2.489,0.72
01:22:51.080,63.839,2.428,0.625
01:22:51.088,63.497,2.365,0.51
01:22:51.096,63.107,2.298,0.42
01:22:51.104,62.814,2.229,0.37
01:22:51.112,62.423,2.158,0.34
01:22:51.120,62.13,2.088,0.34
01:22:51.128,61.885,2.018,0.335
01:22:51.136,61.544,1.948,0.335
01:22:51.144,61.251,1.881,0.34
01:22:51.152,60.909,1.818,0.34
01:22:51.160,60.616,1.766,0.34
01:22:51.168,60.322,1.723,0.335
01:22:51.176,59.932,1.679,0.34
01:22:51.184,59.541,1.638,0.345
01:22:51.192,59.15,1.601,0.35
01:22:51.200,58.808,1.569,0.345
01:22:51.208,58.466,1.541,0.35
01:22:51.216,58.124,1.517,0.345
01:22:51.224,57.88,1.497,0.35
01:22:51.232,57.538,1.478,0.355
01:22:51.240,57.294,1.461,0.36
01:22:51.248,57.001,1.448,0.365
01:22:51.256,56.757,1.434,0.365
01:22:51.264,56.415,1.423,0.365
01:22:51.272,56.122,1.414,0.365
01:22:51.280,55.78,1.403,0.365
01:22:51.288,55.438,1.389,0.365
01:22:51.296,55.243,1.373,0.365
01:22:51.304,55.292,1.358,0.36
01:22:51.312,56.22,1.321,0.365
01:22:51.320,58.759,1.274,0.365
01:22:51.328,63.107,1.242,0.36
01:22:51.336,68.968,1.219,0.365
01:22:51.344,75.22,1.2,0.365
01:22:51.352,80.984,1.183,0.365
01:22:51.360,85.721,1.17,0.365
01:22:51.368,89.678,1.16,0.355
01:22:51.376,92.95,1.15,0.34
01:22:51.384,95.637,1.138,0.335
01:22:51.392,97.737,1.126,0.335
01:22:51.400,99.447,1.115,0.33
01:22:51.408,100.668,1.106,0.32
01:22:51.416,101.547,1.097,0.32
01:22:51.424,102.182,1.089,0.315
01:22:51.432,102.28,1.081,0.31
01:22:51.440,101.938,1.074,0.31
01:22:51.448,101.058,1.066,0.315
01:22:51.456,99.74,1.058,0.315
01:22:51.464,98.177,1.053,0.315
01:22:51.472,96.565,1.049,0.315
01:22:51.480,94.904,1.043,0.315
01:22:51.488,93.292,1.036,0.315
01:22:51.496,91.729,1.029,0.31
01:22:51.504,90.166,1.022,0.305
01:22:51.512,88.75,1.016,0.3
01:22:51.520,87.382,1.008,0.295
01:22:51.528,85.966,0.999,0.295
01:22:51.536,84.696,0.989,0.295
01:22:51.544,83.23,0.978,0.295
01:22:51.552,81.814,0.967,0.305
01:22:51.560,80.153,0.963,0.32
01:22:51.568,78.541,0.969,0.325
01:22:51.576,76.881,0.99,0.33
01:22:51.584,75.415,1.038,0.33
01:22:51.592,74.243,1.12,0.34
01:22:51.600,73.364,1.239,0.33
01:22:51.608,72.68,1.393,0.33
01:22:51.616,72.094,1.571,0.335
01:22:51.624,71.605,1.762,0.3
01:22:51.632,71.166,1.953,0.295
01:22:51.640,70.726,2.13,0.27
01:22:51.648,70.384,2.284,0.245
01:22:51.656,69.994,2.413,0.225
01:22:51.664,69.652,2.502,0.22
01:22:51.672,69.359,2.563,0.22
01:22:51.680,69.066,2.612,0.22
01:22:51.688,68.821,2.644,0.21
01:22:51.696,68.528,2.661,0.205
01:22:51.704,68.235,2.663,0.205
01:22:51.712,67.942,2.652,0.2
01:22:51.720,67.698,2.63,0.195
01:22:51.728,67.356,2.597,0.2
01:22:51.736,67.063,2.558,0.225
01:22:51.744,66.721,2.514,0.285
01:22:51.752,66.428,2.466,0.435
01:22:51.760,66.135,2.419,0.645
01:22:51.768,65.793,2.373,0.65
01:22:51.776,65.5,2.324,0.61
01:22:51.784,65.158,2.272,0.5
01:22:51.792,64.816,2.218,0.37
01:22:51.800,64.474,2.162,0.26
01:22:51.808,64.181,2.106,0.195
01:22:51.816,63.839,2.047,0.17
01:22:51.824,63.595,1.988,0.17
01:22:51.832,63.351,1.929,0.165
01:22:51.840,63.155,1.869,0.17
01:22:51.848,63.009,1.81,0.17
01:22:51.856,62.814,1.76,0.175
01:22:51.864,62.618,1.715,0.17
01:22:51.872,62.276,1.668,0.175
01:22:51.880,61.983,1.623,0.18
01:22:51.888,61.69,1.581,0.185
01:22:51.896,61.348,1.543,0.18
01:22:51.904,61.055,1.51,0.19
01:22:51.912,60.811,1.481,0.2
01:22:51.920,60.567,1.457,0.2
01:22:51.928,60.371,1.435,0.205
01:22:51.936,60.225,1.416,0.21
01:22:51.944,60.029,1.4,0.215
01:22:51.952,59.785,1.386,0.215
01:22:51.960,59.492,1.375,0.21
01:22:51.968,59.15,1.368,0.225
01:22:51.976,58.906,1.359,0.225
01:22:51.984,58.564,1.349,0.225
01:22:51.992,58.222,1.339,0.22
01:22:52.000,58.124,1.329,0.22
01:22:52.008,58.369,1.319,0.225
01:22:52.016,59.59,1.308,0.235
01:22:52.024,62.618,1.297,0.235
01:22:52.032,67.747,1.285,0.245
01:22:52.040,74.292,1.274,0.255
01:22:52.048,81.179,1.263,0.265
01:22:52.056,87.187,1.254,0.26
01:22:52.064,92.12,1.247,0.26
01:22:52.072,95.979,1.239,0.255
01:22:52.080,99.056,1.23,0.245
