Time,ABP,PLETH,II
13:13:42.976,78.227,0.41,0.15
13:13:42.984,78.227,0.404,0.16
13:13:42.992,77.836,0.398,0.166
13:13:43.000,77.249,0.392,0.166
13:13:43.008,76.662,0.386,0.166
13:13:43.016,76.467,0.379,0.166
13:13:43.024,76.076,0.373,0.17
13:13:43.032,75.88,0.367,0.166
13:13:43.040,75.489,0.359,0.17
13:13:43.048,75.293,0.353,0.176
13:13:43.056,75.098,0.348,0.18
13:13:43.064,74.902,0.348,0.18
13:13:43.072,74.707,0.349,0.186
13:13:43.080,74.316,0.348,0.189
13:13:43.088,73.924,0.346,0.189
13:13:43.096,73.533,0.344,0.205
13:13:43.104,73.533,0.341,0.215
13:13:43.112,73.533,0.338,0.221
13:13:43.120,73.729,0.334,0.23
13:13:43.128,73.729,0.329,0.25
13:13:43.136,73.729,0.325,0.26
13:13:43.144,73.924,0.32,0.279
13:13:43.152,74.707,0.315,0.291
13:13:43.160,75.685,0.312,0.305
13:13:43.168,77.249,0.308,0.311
13:13:43.176,79.4,0.306,0.295
13:13:43.184,81.943,0.304,0.27
13:13:43.192,85.463,0.301,0.25
13:13:43.200,89.374,0.298,0.23
13:13:43.208,93.677,0.295,0.215
13:13:43.216,97.979,0.292,0.201
13:13:43.224,102.477,0.289,0.189
13:13:43.232,106.78,0.285,0.186
13:13:43.240,110.691,0.282,0.17
13:13:43.248,114.407,0.279,0.166
13:13:43.256,117.731,0.276,0.16
13:13:43.264,120.078,0.272,0.156
13:13:43.272,122.034,0.268,0.16
13:13:43.280,123.599,0.264,0.156
13:13:43.288,124.576,0.26,0.156
13:13:43.296,125.163,0.257,0.16
13:13:43.304,125.554,0.254,0.16
13:13:43.312,125.554,0.253,0.156
13:13:43.320,125.163,0.252,0.16
13:13:43.328,123.99,0.25,0.166
13:13:43.336,122.23,0.249,0.16
13:13:43.344,119.883,0.249,0.166
13:13:43.352,116.949,0.249,0.166
13:13:43.360,113.625,0.25,0.16
13:13:43.368,109.909,0.251,0.156
13:13:43.376,106.193,0.251,0.15
13:13:43.384,102.477,0.253,0.145
13:13:43.392,99.153,0.256,0.15
13:13:43.400,96.219,0.262,0.156
13:13:43.408,93.677,0.27,0.156
13:13:43.416,91.721,0.283,0.15
13:13:43.424,90.157,0.299,0.145
13:13:43.432,89.179,0.32,0.15
13:13:43.440,88.592,0.343,0.145
13:13:43.448,88.201,0.365,0.141
13:13:43.456,88.201,0.386,0.141
13:13:43.464,88.201,0.412,0.141
13:13:43.472,88.592,0.438,0.145
13:13:43.480,88.788,0.464,0.15
13:13:43.488,88.983,0.49,0.15
13:13:43.496,89.374,0.514,0.16
13:13:43.504,89.57,0.537,0.176
13:13:43.512,89.765,0.559,0.189
13:13:43.520,89.765,0.58,0.211
13:13:43.528,89.765,0.6,0.221
13:13:43.536,89.765,0.619,0.234
13:13:43.544,89.765,0.636,0.256
13:13:43.552,89.765,0.65,0.26
13:13:43.560,89.374,0.66,0.23
13:13:43.568,89.179,0.67,0.205
13:13:43.576,88.983,0.677,0.18
13:13:43.584,88.788,0.681,0.16
13:13:43.592,88.396,0.682,0.141
13:13:43.600,88.201,0.679,0.121
13:13:43.608,87.81,0.673,0.1
13:13:43.616,87.419,0.662,0.105
13:13:43.624,87.223,0.65,0.096
13:13:43.632,86.636,0.635,0.105
13:13:43.640,86.05,0.621,0.111
13:13:43.648,85.463,0.608,0.111
13:13:43.656,84.876,0.596,0.111
13:13:43.664,84.485,0.585,0.09
13:13:43.672,84.094,0.575,0.08
13:13:43.680,83.703,0.566,0.26
13:13:43.688,83.507,0.558,0.535
13:13:43.696,83.312,0.551,0.766
13:13:43.704,82.921,0.544,0.895
13:13:43.712,82.529,0.539,0.914
13:13:43.720,81.943,0.532,0.48
13:13:43.728,81.356,0.526,0.156
13:13:43.736,80.965,0.519,-0.02
13:13:43.744,80.574,0.511,-0.125
13:13:43.752,80.378,0.504,-0.148
13:13:43.760,80.574,0.498,-0.094
13:13:43.768,80.769,0.491,-0.059
13:13:43.776,80.769,0.485,-0.014
13:13:43.784,80.183,0.479,0.031
13:13:43.792,79.596,0.473,0.061
13:13:43.800,79.009,0.467,0.086
13:13:43.808,78.618,0.462,0.105
13:13:43.816,79.009,0.458,0.121
13:13:43.824,79.4,0.456,0.121
13:13:43.832,79.4,0.451,0.125
13:13:43.840,78.814,0.446,0.131
13:13:43.848,78.227,0.441,0.135
13:13:43.856,77.64,0.436,0.141
13:13:43.864,77.445,0.43,0.141
13:13:43.872,77.249,0.424,0.156
13:13:43.880,76.858,0.417,0.16
13:13:43.888,76.662,0.412,0.156
13:13:43.896,76.467,0.406,0.166
13:13:43.904,76.271,0.399,0.166
13:13:43.912,76.271,0.394,0.17
13:13:43.920,76.076,0.389,0.17
13:13:43.928,75.88,0.383,0.176
13:13:43.936,75.489,0.377,0.18
13:13:43.944,75.293,0.371,0.18
13:13:43.952,74.902,0.368,0.189
13:13:43.960,74.316,0.364,0.189
13:13:43.968,73.924,0.36,0.195
13:13:43.976,73.729,0.355,0.201
13:13:43.984,73.533,0.351,0.211
13:13:43.992,73.338,0.346,0.215
13:13:44.000,73.142,0.342,0.23
